year	source	target	sourceTarget	value	valueSource	valueTarget	distance	sameCurrency	sameLanguage	sourceGeo	targetGeo	sourceHDI	targetHDI	sourcePopulation	targetPopulation
1990	DK	PT	DK-PT	276	0.0003989345015	0.000205258345825	2161.00625323	0	0	56.058,9.264	40.309,-8.058	0.901	0.816	5416945	10528226
1990	DK	NO	DK-NO	21404	0.000104832190616	0.000122416530956	567.870210794	0	0	56.058,9.264	61.152,8.74	0.901	0.955	5416945	4638836
1990	DK	PA	DK-PA	19	0.00170884999081	0.00286453371017	9256.74641349	0	0	56.058,9.264	8.384,-80.92	0.901	0.78	5416945	3231502
1990	DK	CU	DK-CU	7	0.00145587208681	0.000700394809841	7886.3790213	0	0	56.058,9.264	21.297,-77.781	0.901	0.78	5416945	11259905
1990	DK	CA	DK-CA	21487	0.00112972458481	0.000189636188271	6119.65594106	0	0	56.058,9.264	59.081,-109.433	0.901	0.911	5416945	32270507
1990	DK	CO	DK-CO	77	0.00169521325116	0.00204310057623	9182.87694482	0	0	56.058,9.264	3.9,-73.076	0.901	0.719	5416945	4494579
1990	DK	VE	DK-VE	128	0.00156138862527	0.000316474273787	8457.95630672	0	0	56.058,9.264	7.125,-66.166	0.901	0.748	5416945	26725573
1990	DK	CL	DK-CL	170	0.00212143068582	0.000705222547634	11491.6733464	0	0	56.058,9.264	-23.389,-69.433	0.901	0.819	5416945	16295102
1990	DK	IS	DK-IS	2048	0.000329448387608	0.00603453057501	1784.60379601	0	0	56.058,9.264	64.764,-18.48	0.901	0.906	5416945	295732
1990	DK	ZA	DK-ZA	1378	0.00179647772807	0.000202997339469	9731.42104669	0	0	56.058,9.264	-30.558,23.121	0.901	0.629	5416945	47938663
1990	DK	AR	DK-AR	540	0.00228075208949	0.000318854658087	12354.7086274	0	0	56.058,9.264	-35.377,-65.167	0.901	0.811	5416945	38747148
1990	DK	GB	DK-GB	14325	0.000143779944164	1.29280470694e-05	778.848049641	0	0	56.058,9.264	53,-1.6	0.901	0.875	5416945	60244834
1990	DK	CR	DK-CR	48	0.001716360355	0.00214858788195	9297.42964323	0	0	56.058,9.264	9.971,-83.946	0.901	0.773	5416945	4327228
1990	DK	IE	DK-IE	394	0.000214871617971	0.000280923279065	1163.94773661	0	0	56.058,9.264	53.177,-8.152	0.901	0.916	5416945	4143294
1990	DK	ES	DK-ES	3766	0.000369014798827	4.60610238834e-05	1998.93286943	0	0	56.058,9.264	40.227,-3.649	0.901	0.885	5416945	43397491
1990	DK	US	DK-US	40280	0.00136873252609	2.47271523083e-05	7414.34881353	0	0	56.058,9.264	39.622,-98.606	0.901	0.937	5416945	299846449
1990	DK	MX	DK-MX	257	0.0016754622132	8.70451780712e-05	9075.88665848	0	0	56.058,9.264	23.951,-102.535	0.901	0.775	5416945	104266392
1990	DK	SE	DK-SE	30009	0.000137703485845	8.25324369376e-05	745.932209131	0	0	56.058,9.264	62.011,15.27	0.901	0.916	5416945	9038049
1990	BB	DO	BB-DO	27	0.00466085501197	0.000143686876164	1360.65738621	0	0	13.153,-59.559	19.015,-70.729	0.825	0.702	291933	9469601
1990	BB	FR	BB-FR	42	0.0234196890591	0.000112099017941	6836.98008608	0	0	13.153,-59.559	46.565,2.55	0.825	0.893	291933	60990544
1990	BB	DM	BB-DM	61	0.00110667801748	0.00476323342737	323.075833678	0	1	13.153,-59.559	15.475,-61.356	0.825	0.745	291933	67827
1990	BB	DK	BB-DK	17	0.0256796566885	0.00138394228039	7496.73921604	0	0	13.153,-59.559	56.058,9.264	0.825	0.901	291933	5416945
1990	BB	JM	BB-JM	418	0.00678993519856	0.000738948391322	1982.20615232	0	1	13.153,-59.559	18.151,-77.32	0.825	0.73	291933	2682469
1990	BB	HN	BB-HN	1	0.0101167086089	0.00432155919984	2953.40109432	0	0	13.153,-59.559	14.819,-86.863	0.825	0.632	291933	683411
1990	BB	BS	BB-BS	233	0.00795212672593	0.00718071176937	2321.48821148	0	1	13.153,-59.559	24.628,-78.014	0.825	0.794	291933	323295
1990	BB	NI	BB-NI	1	0.00946197490479	0.000505673775488	2762.26271988	0	0	13.153,-59.559	12.84,-85.034	0.825	0.599	291933	5462539
1990	BB	NL	BB-NL	38	0.0245366626674	0.00438706365841	7163.06154248	0	0	13.153,-59.559	52.077,5.389	0.825	0.921	291933	1632769
1990	BB	LC	BB-LC	324	0.000594947702695	0.0107718226055	173.684867691	0	1	13.153,-59.559	13.898,-60.969	0.825	0.725	291933	16124
1990	BB	PT	BB-PT	6	0.0200002341662	0.00055457855491	5838.72836085	0	0	13.153,-59.559	40.309,-8.058	0.825	0.816	291933	10528226
1990	BB	NO	BB-NO	9	0.0259665851465	0.00163413906022	7580.50310157	0	0	13.153,-59.559	61.152,8.74	0.825	0.955	291933	4638836
1990	BB	TT	BB-TT	2411	0.00120330459757	0.000265376205186	351.284321081	0	1	13.153,-59.559	10.468,-61.253	0.825	0.76	291933	1323722
1990	BB	PA	BB-PA	135	0.00820183999452	0.00074095196448	2394.38775512	0	0	13.153,-59.559	8.384,-80.92	0.825	0.78	291933	3231502
1990	BB	GT	BB-GT	1	0.0114188604487	0.000262286116768	3333.54218737	0	0	13.153,-59.559	15.256,-90.398	0.825	0.581	291933	12709564
1990	BB	CO	BB-CO	92	0.00619425389305	0.000402330701443	1808.30712176	0	0	13.153,-59.559	3.9,-73.076	0.825	0.719	291933	4494579
1990	BB	VE	BB-VE	241	0.00338047624576	3.69261520362e-05	986.872571852	0	0	13.153,-59.559	7.125,-66.166	0.825	0.748	291933	26725573
1990	BB	CL	BB-CL	23	0.0144128934561	0.000258212512283	4207.59922533	0	0	13.153,-59.559	-23.389,-69.433	0.825	0.819	291933	16295102
1990	BB	CA	BB-CA	14781	0.0224305484784	0.000202916468246	6548.21730894	0	1	13.153,-59.559	59.081,-109.433	0.825	0.911	291933	32270507
1990	BB	ZA	BB-ZA	17	0.034512093987	0.000210168963909	10075.2191339	0	1	13.153,-59.559	-30.558,23.121	0.825	0.629	291933	47938663
1990	BB	GY	BB-GY	173	0.0031957955537	0.00126165450941	932.958183379	0	1	13.153,-59.559	4.792,-58.974	0.825	0.636	291933	739472
1990	BB	AR	BB-AR	16	0.0186159492406	0.000140258320681	5434.60990965	0	0	13.153,-59.559	-35.377,-65.167	0.825	0.811	291933	38747148
